"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"dt7l","Oppa Bowl To Go - MH Del Pilar","Fried Chicken",5.0,43,"marikina"
"dtby","Varacco COFFEE - SM North Annex","Asian",0.0,0,"quezon city"
"dtc6","Sushi Bake by AVM - Basak Mandaue","Sushi",4.9,211,"cebu city"
"dtnu","Yaki Yaki - Shell Select","Japanese",4.9,336,"quezon city"
"dtoe","Frazz Bar and Restaurant - Metrowalk Commercial Complex","Filipino",0.0,0,"pasig city"
"dtqf","Samgyuniku Unlimited Japanese Korean BBQ Grill - Festival Supermall","Chicken Wings",4.7,55,"muntinlupa city"
"dtuy","Pollens kitchen and Milkshake Bar - Bambang","Filipino",0.0,0,"pasig city"
"dtv7","Eats Sulit! - Ortigas","Rice Bowl",0.0,0,"mandaluyong city"
"dtww","Mango Royal Milkshake - Ilaya Alabang","Fruit Shake",5.0,516,"muntinlupa city"
"du1y","Mei Nguyen Manila Cafe","",0.0,0,"manila"
"du3b","Calle Café by Don Gabriel - Morayta","Pasta",5.0,30,"manila"
"du3z","ONIL's Resto Bar - Santolan Road","Asian",4.9,390,"san juan"
"du57","Merry Moo - Opus Mall Foodhall","Desserts",0.0,0,"quezon city"
"du8b","K-Egg Ayala Feliz","Fast Food",4.7,13,"marikina"
"du8k","Mr. Toppings - Emall","Filipino",0.0,0,"cebu city"
"dua4","Rhian Ramos' Healthy Appetite - Quirino Highway","Chicken",5.0,289,"quezon city"
"dub2","Cafe Mary Grace - Festival Mall","Cakes",5.0,137,"muntinlupa city"
"dudi","Tiger Bubble Tea - Mintal","Milk Tea",4.8,45,"davao city davao del sur"
"dugk","Fat Mama’s Kitchenette","Chinese",0.0,0,"makati city"
"dv6k","Bakerite - Legarda","Bread",5.0,19,"manila"
"dvbm","Chelsey's Kitchen - Ayala Feliz","Korean",4.9,316,"pasig city"
"dveh","Samgyupsalamat - Davao Quirino","BBQ",5.0,112,"davao city davao del sur"
"dvll","Bored Taco - Binondo","Snacks",0.0,0,"manila"
"dvlr","Cafe LiBrew - Cebu Rosedale Banilad","Beverages",4.8,75,"cebu city"
"dvok","Siomura - Tomas Morato Avenue","Siomai",0.0,0,"quezon city"
"dvpi","Via’s Express","Pares",0.0,0,"quezon city"
"dvx3","Dugout 1594 - E Rodriguez Sr Avenue","BBQ",0.0,0,"quezon city"
"dw2l","Gino's Brick Oven Pizza - Katipunan Avenue","Pizza",5.0,597,"quezon city"
"dw3p","Lech Go Baka at Baboy - Lahug","Cakes",4.4,10,"cebu city"
"dw5b","Pizza Avenue - Obrero","Pizza",5.0,96,"davao city davao del sur"
"dw5k","Dada's Panciteria at Halo Halo - 12th Avenue","Filipino",5.0,356,"quezon city"
"dw8i","Tokyo Tokyo - Sunshine Mall Taguig","Japanese",5.0,734,"taguig city"
"dwa5","Pizza, Pasta, Burgers & Baked Sushi Cravings. Co","Chicken Wings",0.0,0,"manila"
"dwa5","Chicken Wings-Chicken Wings - Biak na Bato","Chicken Wings",0.0,0,"manila"
"dwaq","Mamastill Atbp - J Luna Street","Rice Bowl",5.0,456,"davao city davao del sur"
"dwba","Mig's noodle house","Chinese",0.0,0,"pasay city"
"dwdg","Lan's Chowfan - Tanong","Filipino",5.0,101,"marikina"
"dwnb","SUSEGAD by Sukadi","Coffee",0.0,0,"cebu city"
"dwtr","Bo's Coffee - Basak Market Lapu-Lapu","Coffee",5.0,48,"lapu-lapu city cebu"
"dwwl","Lechon Belly Kitchen - SM East Ortigas","Lechon",0.0,0,"pasig city"
"dx0g","Paotsin - Puregold Arvo","Dumpling",5.0,776,"marikina"
"dx12","Japinos Food Hub - Osita Subdivision","Japanese",4.6,28,"koronadal south cotabato"
"dx3l","Lolli Milk Tea Shop - Legaspi Street","Milk Tea",5.0,297,"cebu city"
"dxec","Nuts About Candy - Estancia","Desserts",0.0,0,"pasig city"
"dxfi","0402 Coffee - Moret UBELT","Coffee",0.0,0,"manila"
"dxnp","Cupi. - One Ayala","Coffee",0.0,0,"makati city"
"dyb0","Ling Nam Fried Siopao - Ayala Feliz Mall","Asian",0.0,0,"pasig city"
"dyfn","Baa Baa Thai Tea - Santolan Pasig","Milk Tea",5.0,411,"pasig city"
"dyiw","Cafe O' - Aeternitas Bldg","Filipino",0.0,0,"quezon city"
"dyjm","Eomma's Korean Fried Chickin - Pasay","Fried Chicken",4.7,221,"pasay city"
"dyk9","Edri's Manokan - Labangon","Fried Chicken",5.0,319,"cebu city"
"dyn6","The House of Dymsun","Chinese",4.1,10,"san juan"
"dyqa","Miss Wa Noodles and Rice - Holy Spirit Drive","Chinese",5.0,531,"quezon city"
"dytk","10 Dove Street - Chonghua Medical Mall","Cakes",0.0,0,"cebu city"
"dyy1","Tropical Hut - Star City","Burgers",5.0,1735,"pasay city"
"dz6e","Kuruto","Asian",0.0,0,"manila"
"dz74","MaYu's Cafe","Beverages",0.0,0,"quezon city"
"dz7v","Rhian Ramos' Healthy Appetite - Malolos","Chicken",5.0,127,"malolos bulacan"
"dza2","Paotsin - GT Tower","Dumpling",4.9,567,"makati city"
"dzaj","Sisig Pampanguena Original - Quezon City","Sisig",0.0,0,"quezon city"
"dzdz","Banapple - Ayala Market Market","Cakes",0.0,0,"taguig city"
"dze1","Avocadoria.ph - Riverbanks","Ice Cream",5.0,18,"marikina"
"dzh3","Max Mango - Tejeros","Fruit Shake",5.0,596,"makati city"
"dzpj","K-NATHZ PINK CAFE","Coffee",0.0,0,"quezon city"
"dzsp","Seoul Samgyeop - Concepcion Uno","Korean",5.0,27,"marikina"
"dzus","Uncle John's - Scout De Guia","Fried Chicken",4.8,77,"quezon city"
"dzzh","Shinjuku Home of Authentic Ramen - Brgy Palanan","Japanese",0.0,0,"makati city"
"e00i","Batak Coffee PH - Malibay","Coffee",4.9,15,"pasay city"
"e056","Cafe Mary Grace - Cash and Carry","Cakes",5.0,185,"makati city"
"e0bn","Wildflour Cafe + Bakery - Shangri La Plaza","American",5.0,14,"mandaluyong city"
"e0dg","Mr. Dagupeño - Sierra Madre Mandaluyong","Fried Chicken",4.9,147,"mandaluyong city"
"e0do","Yaki Yaki - St Luke’s QC","Japanese",5.0,154,"quezon city"
"e0e2","GentleBean Cafe","Coffee",0.0,0,"lapu-lapu city cebu"
"e0er","MANGO-go-Yow - Sobriedad Street","Fruit Shake",5.0,767,"manila"
"e0gq","Li Am Dimsum Davao - Bajada","Dumpling",5.0,463,"davao city davao del sur"
"e0hs","PICKUP COFFEE - Davao Park District","Coffee",4.9,555,"davao city davao del sur"
"e0jx","Ramen Nagi - Robinsons Manila","Ramen",5.0,237,"manila"
"e0kn","Mr. Dagupeño - Lilac","Filipino",5.0,150,"marikina"
"e0nn","MaiCo 2.0 - Kagitingan","Chicken",5.0,47,"marikina"
"e0vx","S&R New York Style Pizza - SM City Davao","Pizza",5.0,4381,"davao city davao del sur"
"e0wf","Ochado - Toril","Ulam",4.9,56,"davao city davao del sur"
"e18t","GoBento - Bluebay","Japanese",4.9,149,"pasay city"
"e1br","Al Qaysar - Mabini","Middle Eastern",5.0,1365,"manila"
"e1gi","Wicked Wings - Pasig","Chicken Wings",4.7,38,"pasig city"
"e1ka","CupKo - Emerald Place Building","Rice Bowl",5.0,10,"pasig city"
"e1nx","Chops Oy! - Gaisano Grandmall Mactan","Asian",4.9,343,"lapu-lapu city cebu"
"e1pj","Coast Milk Tea - RSquare Residences","Milk Tea",0.0,0,"manila"
"e23c","Uncle John's - Inoza","Fried Chicken",4.9,94,"taguig city"
"e2ay","Free Cut Katipunan - F dela Rosa Street","Rice Bowl",0.0,0,"quezon city"
"e2b5","Le Sucre Lab - SM City Tanza","Cakes",5.0,102,"quezon city"
"e2cu","Amarah's Corner - Quezon Avenue","Pizza",4.9,11,"quezon city"
"e2dc","Carnebros - Obrero","Bulalo",0.0,0,"davao city davao del sur"
"e2ga","Taps & Mix Resto Koronadal - Poblacion","BBQ",5.0,1310,"koronadal south cotabato"
"e2i5","Burgestea","Burgers",4.6,18,"taguig city"
"e2il","Nikkei Nama Bar - BGC","Sushi",5.0,346,"taguig city"
"e2iw","Urbanica Milk Coffee - Bonifacio High Street","Coffee",4.9,4017,"taguig city"
"e2kp","Cabalen - SM City Manila","Ulam",4.8,40,"manila"
"e2lb","Yellow Lantern Cafe","Filipino",0.0,0,"marikina"
"e2t2","ChizMozza - Cloverleaf","Snacks",4.9,28,"quezon city"
"e2u8","Sbarro - Eton Makati","Pizza",4.9,80,"makati city"
"e2ux","Red Ribbon - Maysilo","Cakes",5.0,1993,"mandaluyong city"
"e2uz","JDelicious - Toril","Sisig",5.0,206,"davao city davao del sur"
"e2x1","Gino's Brick Oven Pizza - Legaspi Village","Pizza",5.0,884,"makati city"
"e2xr","Infinitea - Shaw Center Mall","Milk Tea",5.0,642,"mandaluyong city"
"e2yk","Max Mango - South Signal","Milk Tea",5.0,774,"taguig city"
"e35c","To Go Coffee - Mabolo","Coffee",4.9,542,"cebu city"
"e38t","JEREMI BREAD AND BUTTER - CSI MARKET SQUARE","Seafood",0.0,0,"dagupan pangasinan"
"e395","It's Caffeine - F Martinez Avenue","Coffee",5.0,48,"mandaluyong city"
"e3ay","Driptea - Villa Cuana","Milk Tea",5.0,287,"pasig city"
"e3dc","MURATOMO UDON JAPANESE RESTAURANT - ELEMENTS BUILDING","Udon",0.0,0,"quezon city"
"e3ig","Dolor’s Kakanin - Gagalangin","Filipino",5.0,573,"manila"
"e3ik","Namastea Milk Tea Shop - Marikina Heights","Milk Tea",5.0,306,"marikina"
"e3io","Monster Wings - Recess Food Alley","Chicken Wings",0.0,0,"san juan"
"e3mz","Rice Rocket - Commerce Avenue","Asian",5.0,885,"muntinlupa city"
"e3nf","Ukiyo Tavern - Loyola Heights","Japanese",5.0,148,"quezon city"
"e3oa","Ikkoryu Fukuoka Ramen - Market Market","Ramen",4.8,145,"taguig city"
"e3pe","Pho Hoa - Ermita","Noodles",5.0,915,"manila"
"e3ra","Shawarma Shack - S. Javier","Shawarma",5.0,69,"makati city"
"e3rr","QuickBowls - Marytown Circle Street","Silog",4.9,44,"quezon city"
"e3sq","Tramway 2 Go - Banawe","Chinese",4.8,40,"quezon city"
"e3uq","Sushi Yum Japanese Restaurant - Binondo","Sushi",5.0,1763,"manila"
"e3v9","Bear-in-The-Wall Frozen Yogurt and Fruits","Desserts",0.0,0,"manila"
"e3wt","Seafood and Ribs Warehouse - SM City Cebu","Seafood",4.9,132,"cebu city"
"e3zs","Wright Wings - D Student Place","Chicken Wings",5.0,76,"manila"
"e41t","Take-Me-Out - Central Park","Ulam",5.0,13,"davao city davao del sur"
"e41y","Baa Baa Thai Tea - P Cayetano Taguig","Milk Tea",5.0,724,"taguig city"
"e42r","Dosirakuya - Barangka Drive","Korean",5.0,577,"mandaluyong city"
"e47v","The Mango Farm - SM Seaside City Cebu","Fruit Shake",4.9,77,"cebu city"
"e4ap","Ally Mango - Mercato De Mactan","Fruit Shake",5.0,31,"lapu-lapu city cebu"
"e4cd","My Joy - Osmeña Boulevard","Asian",5.0,1345,"cebu city"
"e4cm","Classic Savory - SM Muntinlupa","Chicken",5.0,348,"muntinlupa city"
"e4du","Tokyo Tokyo - Marcos Highway","Japanese",5.0,1205,"pasig city"
"e4ht","El Corazon - Uptown Place Mall","Filipino",5.0,70,"taguig city"
"e4ij","Kanzen Sushi Roll - R Square Mall","Sushi",5.0,1074,"manila"
"e4kf","Taco Boy - Cabantian","Wraps",0.0,0,"davao city davao del sur"
"e4lc","Yummy BBQ Grill - CSI Lucao","Filipino",5.0,140,"dagupan pangasinan"
"e4ll","Seafood Grill Station - SM City Manila","Seafood",4.9,256,"manila"
"e4lo","Happy Marianna - Bencor Building","Filipino",5.0,5710,"manila"
"e4lp","Daraejung Korean Restaurant - Poblacion","Noodles",4.9,40,"makati city"
"e4ow","Botejyu - Robinsons Place Malolos","Japanese",5.0,142,"malolos bulacan"
"e4to","Angel's Log Cakes and Pastries - Armando Building","Filipino",0.0,0,"valencia bukidnon"
"e4xy","Reyes Barbecue - Ayala Malls Marikina","Chicken",4.9,107,"marikina"
"e4zg","Joy Juice and Smoothies - San Antonio Village","Healthy",5.0,782,"makati city"
"e54j","But First, Coffee - Festival Mall Kiosk","Coffee",5.0,133,"muntinlupa city"
"e56b","The Not Today Cafe - Lapu Lapu","Coffee",4.9,26,"lapu-lapu city cebu"
"e57t","R&B Milk Tea - Festival Mall","Milk Tea",4.9,60,"muntinlupa city"
"e5au","Overdose Coffee - Bonifacio St","Coffee",4.8,15,"davao city davao del sur"
"e5ax","Cha Tuk Chak - Boni Avenue","Milk Tea",5.0,1864,"mandaluyong city"
"e5cd","Kuzina Guadalupe - M. Velez","Filipino",4.9,541,"cebu city"
"e5d2","Kopi Brood Cafe - Rufina Homes","Beverages",5.0,151,"malolos bulacan"
"e5ej","Yummy Box - Altura Marketplace","Seafood",4.8,23,"manila"
"e5el","Kasalo Inihaw at Bulaluhan - Ballesteros Street","Filipino",5.0,771,"mandaluyong city"
"e5fa","Calumpit Bulacan Finest - New Era","Rice Bowl",0.0,0,"quezon city"
"e5iv","Famous Belgian Waffles - Robinsons Cybergate Cebu","Pancakes & Waffles",5.0,379,"cebu city"
"e5np","Kambingan Ni Tsong - Dama De Noche","Filipino",5.0,598,"quezon city"
"e5oq","Mang Inasal - Robinsons Malolos","Chicken",5.0,2922,"malolos bulacan"
"e5px","ExpresSilog - F Roxas Street","Silog",4.1,294,"manila"
"e5tc","Chicken Basket Restaurant - Bagtikan Street","Chicken",0.0,0,"makati city"
"e5uy","Wan Cha - Toril","Milk Tea",5.0,1239,"davao city davao del sur"
"e5v6","MUGwagi - Jose Abad Santos","Beverages",5.0,20,"koronadal south cotabato"
"e5xc","Tuna Express Kamayan Grill","Filipino",4.9,24,"davao city davao del sur"
"e5xj","UNCLE BREW PUSOK","Filipino",5.0,15,"lapu-lapu city cebu"
"e5y6","Belly Yummy Tea - Tandang Sora Avenue","Korean",0.0,0,"quezon city"
"e5yy","Cafe France - Medical City","Sandwiches",4.9,98,"pasig city"
"e629","Silog Express Atbp. - Malolos","Filipino",4.9,161,"malolos bulacan"
"e68s","Mr Inasal - Crossroad Park","Chicken",4.2,40,"quezon city"
"e6b7","Ka Roger Sizzlingan Food And Beverage House - Bayani Road","Filipino",4.7,4659,"quezon city"
"e6cl","Mang Inasal - Ayala Feliz","Chicken",5.0,1555,"pasig city"
"e6d9","Diner Daddy: Burgers, Chicken & More - Kapitolyo","Burgers",5.0,149,"pasig city"
"e6gg","The Kapetan Cafe -  Mall of Asia","Asian",0.0,0,"pasay city"
"e6hw","Milky Cakes and Sweets - Gaisano Mall","Cakes",5.0,418,"davao city davao del sur"
"e6ie","Eric Kayser - Forbes San Antonio","Bread",5.0,52,"makati city"
"e6im","JiPan Bakery - Pilar Street","Japanese",5.0,308,"mandaluyong city"
"e6n1","Jelyn's Buko Halo & Grill - Rasay Street","Halo-Halo",5.0,224,"davao city davao del sur"
"e6po","Gochudong Jemyunso - Shangs Island Tower Center","Korean",5.0,313,"lapu-lapu city cebu"
"e6rv","Pizzeria De Manila - Tandang Sora","Pizza",4.9,26,"quezon city"
"e6s1","Coffee + Blend - Santa Ana Manila","Beverages",5.0,33,"manila"
"e6sr","Juan Silog - J. Panis","Filipino",5.0,6514,"cebu city"
"e6tq","Bowlsome Healthy Bowls - Pasig","Rice Bowl",5.0,2375,"pasig city"
"e6ts","Seafood Pier - SM City Megamall","Seafood",5.0,210,"mandaluyong city"
"e6uf","Yormenok Litson Manok & Liempo - Armstrong Moonwalk","Filipino",4.9,162,"manila"
"e73w","Why Chicken - Fairview","Chicken",4.9,39,"quezon city"
"e78b","Haron's Cafe - Triple A Building","Western",4.7,244,"davao city davao del sur"
"e78s","Milk Fridge - Mojon","Milk Tea",5.0,835,"malolos bulacan"
"e78s","Milk Fridge - BSU Complex","Milk Tea",5.0,834,"malolos bulacan"
"e7bh","Aboy's Fresh Lumpia - SM Marikina","Filipino",5.0,231,"marikina"
"e7fe","Pho Hoa - Virra Mall","Noodles",5.0,224,"san juan"
"e7j5","Lartizan - S Maison","Bread",0.0,0,"pasay city"
"e7ne","BreadTalk - Bonifacio High Street","Sandwiches",5.0,545,"taguig city"
"e7ny","Mang Inasal - GMall Toril","Chicken",5.0,3302,"davao city davao del sur"
"e7nz","Seattle's Best Coffee - UST","Coffee",5.0,1333,"manila"
"e7ok","Seattle's Best Coffee - Filinvest","Coffee",5.0,757,"muntinlupa city"
"e7ov","Eleu Food and Beverage House","Asian",0.0,0,"mandaluyong city"
"e7pj","Potato Corner - Goodwill Homes 1","Fries",4.9,419,"quezon city"
"e7pq","Embrazzo Restobar - MTS","Ulam",5.0,78,"davao city davao del sur"
"e7qy","Tapapa - Marikina","Filipino",4.9,1880,"marikina"
"e7rd","Lawson Cup & Go - The Curve","Coffee",0.0,0,"taguig city"
"e7u5","Mister Donut - Greenhills","Donut",0.0,0,"san juan"
"e7uo","Gulaman Avenue - Fairview Center Mall","Coffee",4.8,44,"quezon city"
"e7ve","Pepa Wings - Market! Market!","Chicken Wings",4.9,1664,"taguig city"
"e7vx","Rita's - SM North Edsa","Desserts",0.0,0,"quezon city"
"e7x4","Buko Express - Robinsons Galleria","Beverages",0.0,0,"quezon city"
"e7xq","Pizza Hut - SM Cebu","Pizza",4.9,275,"cebu city"
"e7xr","Nonki Japanese Restaurant - SM City Cebu","Japanese",5.0,226,"cebu city"
"e7xv","Doble Pares - Boni","Pares",5.0,3342,"mandaluyong city"
"e7yc","De Original Jamaican Pattie Shop and Juice Bar - Festival Mall","Snacks",0.0,0,"muntinlupa city"
"e895","Ettas Cucina + Bar - Paseo Arcenas","Filipino",4.8,12,"cebu city"
"e8jd","SaladStop! - Uptown Mall","Salads",5.0,143,"taguig city"
"e8mf","Flaky Co - SM Megamall","Bread",4.9,13,"mandaluyong city"
"e8rn","Bacolod Chicken Inasal - Jupiter Street","Filipino",5.0,2719,"makati city"
"e8uw","Black Pearl - Robinsons Place Ormoc","Milk Tea",4.9,77,"ormoc leyte"
"e8vc","The Melting Potluck - Ascension Avenue","Shawarma",5.0,337,"quezon city"
"e92p","Ladymar Restaurant - Timog Food Plaza","Filipino",0.0,0,"quezon city"
"e991","Oji-san Asian Kitchen - Greenfield District","Ramen",4.9,16,"mandaluyong city"
"e9ag","Janchi Korean Restaurant - Ambonao","Korean",5.0,287,"dagupan pangasinan"
"e9ao","Moore’s Cafe - Paraiso","Asian",4.1,75,"taguig city"
"e9dn","Samgyeop Masarap Unlimited Korean BBQ -SM Marikina","Korean",4.8,50,"pasig city"
"e9ek","Mandarin Tea Garden - Rizal Street","Fish",5.0,332,"davao city davao del sur"
"e9gj","Nestlie's Lutong Bahay - Emilia Street","Rice Dishes",5.0,258,"makati city"
"e9gm","Tokyo Joe - SM Seaside","Japanese",5.0,242,"cebu city"
"e9h2","Chicken Kings - Dayap","Chicken Wings",4.9,60,"makati city"
"e9ha","Turks - SSG Supermart Santa Ana","Shawarma",4.9,11,"manila"
"e9is","Ricing Star - Conception UST","Filipino",5.0,692,"manila"
"e9it","HCS Puff Pastry and Sweet Goodies - Sugbo Mercado IT Park","Snacks",0.0,0,"cebu city"
"e9lj","Caution Hot! 警告辣 Spicy Noodle House- Magiting Street","Japanese",5.0,1614,"quezon city"
"e9ml","Chilla Chamoy Gummies - Buhangin","Milk Tea",4.9,20,"davao city davao del sur"
"e9ot","Serenitea - ATC Cinema","Milk Tea",5.0,473,"muntinlupa city"
"e9pr","Kenny Rogers Roasters - SM City Cebu","Chicken",5.0,1201,"cebu city"
"e9yw","Ally Mango - Archbishop Reyes Avenue","Fruit Shake",5.0,497,"cebu city"
"e9zf","C&K 1989 Hotpot - Manila","Asian",4.4,19,"manila"
"ea1s","Quickly - Ayala Malls Central Bloc","Milk Tea",5.0,166,"cebu city"
"ea1w","Cafe Spice - Panacan","Coffee",0.0,0,"davao city davao del sur"
"ea8r","Martina Tuna Grill (Tuna Choice) - Roxas Street","Seafood",5.0,120,"davao city davao del sur"
"eacd","Chaboba - Peacock Plaza","Milk Tea",5.0,152,"quezon city"
"eaha","Calm Street - Bonifacio District","Rice Dishes",0.0,0,"cebu city"
"eai5","Eomma's Korean Fried Chickin - Manila","Fried Chicken",4.5,307,"manila"
"eajg","Pat's Bibingkaliciuos and Puto Boombong - Greenfield Mandaluyong","Filipino",0.0,0,"mandaluyong city"
"eajk","Mad Brews Dapitan Coffee Shop - Sampaloc","Beverages",4.7,10,"manila"
"eani","Candy Corner - SM City Davao","Desserts",5.0,17,"davao city davao del sur"
"eapk","Tealive - Glas Tower","Milk Tea",5.0,16,"pasig city"
"earb","Shokudo - Timog","Japanese",0.0,0,"quezon city"
"ease","The Snack Shack - Kalusugan","Burgers",0.0,0,"quezon city"
"eat5","SkyeFries - Solis","Fast Food",0.0,0,"manila"
"eay5","The Pollo Family: Loaded Chicken - Fairview","Fried Chicken",5.0,30,"quezon city"
"eazs","Chef Resto 灶咖 - Global Tower Condominum","Chinese",5.0,334,"makati city"
"eb23","Seafood Shabang- Quezon City","Seafood",0.0,0,"quezon city"
"eb3d","Watami - Ayala Center Cebu","Japanese",0.0,0,"cebu city"
"eb3r","Monster Wings - WalterMart E. Rodriguez Quezon City","Chicken Wings",0.0,0,"quezon city"
"eb40","Sevie Roast Coffee - Baesa","Italian",0.0,0,"quezon city"
"ebaa","JELSA CAFE - Novaliches","Sandwiches",5.0,13,"quezon city"
"ebbn","PICKUP COFFEE - One Palanca Land","Coffee",4.8,88,"makati city"
"ebic","Masuki Mami House - San Juan","Filipino",5.0,284,"san juan"
"ebln","2507 Pizza House - Sta. Ana Manila","Pizza",0.0,0,"manila"
"ebph","99 Silog - Cliffpoint, Ortigas","Filipino",4.7,123,"pasig city"
"ebqq","2838 Tea & Cafe - Jailside West Rembo","Coffee",0.0,0,"taguig city"
"ebxe","BENDI BLNDS","Beverages",0.0,0,"marikina"
"ebxo","MOD Coffee - One Central","Beverages",0.0,0,"makati city"
"ecd9","Freshko - Crossing Bayabas","Beverages",5.0,165,"davao city davao del sur"
"ecjy","Waffle Time - Malibay","Pancakes & Waffles",5.0,67,"pasay city"
"ecn8","Ferino's Bibingka Original - Cash & Carry Mall","Filipino",5.0,108,"makati city"
"ecnb","Burrito MNL - Ayala Cloverleaf","American",0.0,0,"quezon city"
"ecnz","Mr chowfan","Fast Food",4.7,32,"makati city"
"ecsd","BBUR Bento Meals Davao","Ulam",4.7,24,"davao city davao del sur"
"ecsn","Tiger Sugar - Robinsons Place Manila","Milk Tea",5.0,637,"manila"
"ecy0","Momo Dumplings - Ayala Malls Central Bloc","Asian",4.9,60,"cebu city"
"ed1j","Lola Coras Tumbungan Eatery","Asian",4.9,32,"manila"
"ed63","Chooks To Go - Barangka Drive","Chicken",5.0,178,"mandaluyong city"
"ed95","Cinnabon - Greenhills Mall","Bread",5.0,84,"san juan"
"edct","Tasty & Healthy Bowls - Shaw Boulevard","Rice Bowl",5.0,262,"mandaluyong city"
"eddi","LOVE COFFEE - Super8 Libertad","Beverages",4.9,29,"pasay city"
"edi4","Plus66 - Katipunan Avenue","Thai",0.0,0,"quezon city"
"edoe","Chix R Us - Pasig","Chicken",4.7,154,"pasig city"
"edoj","Nokk Nokk - UST Dapitan","Fried Chicken",5.0,23,"manila"
"edpz","Mandarin Tea Garden - Anda","Rice Noodles",4.9,77,"davao city davao del sur"
"edtg","Gino's Brick Oven Pizza - Shangri-la Plaza","Pizza",5.0,576,"mandaluyong city"
"educ","Fruitas - Gmall Cebu","Fruit Shake",0.0,0,"cebu city"
"edup","PAUL Boulangerie and Patisserie - Bench Tower","Bread",5.0,455,"taguig city"
"edvr","Corndog 28 - N Domingo Street","Corndogs",4.9,67,"san juan"
"edwt","Chef D - Putatan","Filipino",4.9,76,"muntinlupa city"
"ee0d","Akashiyaki - Cherry Shaw","Takoyaki",0.0,0,"mandaluyong city"
"ee34","Giant Taho Tofu Shop - Premero De Mayo Street","Cakes",0.0,0,"quezon city"
"ee5z","YUKISS CAFE AND FOOD HOUSE- DAVAO CITY","Chicken",0.0,0,"davao city davao del sur"
"eeqx","CHX Cafe","Chicken",0.0,0,"makati city"
"eeqz","Oppa-Ne Korean Restaurant - Sen Gil Puyat Avenue","Korean",4.9,18,"makati city"
"eet0","Uncle Bob Korean Food Araneta City","Korean",4.9,384,"quezon city"
"ef3d","DQ Cakes - Market! Market!","Cakes",5.0,22,"taguig city"
"ef8e","Chansel Pizza Haus - Lianas Supermarket and Dept. Store - Pasig","Pizza",4.9,188,"pasig city"
"effv","NYFD (New York Fries and Dips) -  Seaside Cebu","Fries",4.9,67,"cebu city"
"efpf","Sabrina's Kitchen - Tigatto","Ulam",0.0,0,"davao city davao del sur"
"efqu","M310 Cà Phê - Bukidnon","Pasta",5.0,30,"valencia bukidnon"
"efzr","Wingyard - SM Center Dagupan","Chicken Wings",4.8,12,"dagupan pangasinan"
"eg9w","88 Korean Restaurant - 3 M.L. Quezon National Highway","Korean",0.0,0,"lapu-lapu city cebu"
"egcb","Mitsuyado Sei-Men - Mitsukoshi","Japanese",5.0,63,"taguig city"
"egf0","R. Lapid's Chicharon and Barbecue - Blue Wave Mall","Snacks",5.0,35,"marikina"
"egfv","Besh Lafang - Escario","Takoyaki",0.0,0,"cebu city"
"eggi","Serenitea - California Garden Square","Milk Tea",5.0,56,"mandaluyong city"
"egij","Turks - NCCC Mall VP","Wraps",5.0,124,"davao city davao del sur"
"egsj","Rangoon Ruby - Festival Mall","Ulam",0.0,0,"muntinlupa city"
"egwd","Takoen Food Gourmet - Talomo","Filipino",5.0,425,"davao city davao del sur"
"egwn","EatTea Food Corner","Milk Tea",0.0,0,"manila"
"egxa","CoCo Fresh Tea & Juice - SM Megamall","Milk Tea",5.0,4729,"mandaluyong city"
"eh2s","SHEM'S","Asian",0.0,0,"cebu city"
"eh5v","Mango Avenue - Horizons Row","Fruit Shake",0.0,0,"cebu city"
"ehas","Pedritz Sizzling Hub - Waltermart Malolos","Filipino",0.0,0,"malolos bulacan"
"ehd8","POPS Wings and Ribs - E Rodriguez Senior Avenue","Silog",0.0,0,"quezon city"
"ehd9","Evan's Goto - San Marcelino Street","Filipino",0.0,0,"manila"
"ehi1","Neolivbrews - Katipunan","Milk Tea",0.0,0,"quezon city"
"ehi1","Neolivbrews - Loyola Heights","Milk Tea",0.0,0,"quezon city"
"ehj5","Kape Sur - San Antonio Residence","Coffee",5.0,62,"makati city"
"ehk1","Bean to Cup PH - Roosevelt Avenue","Coffee",5.0,245,"quezon city"
"ehz2","Woking Food Hub - Pin Wheel Street","Rice Bowl",4.7,12,"davao city davao del sur"
"ei3d","Healthy Lemon - Concepcion Uno Marikina","Beverages",5.0,60,"marikina"
"ei84","Spicy Kitchen","Ulam",0.0,0,"davao city davao del sur"
"eih9","May Abohan - Robinsons Place Ormoc","Seafood",4.8,66,"ormoc leyte"
"eii3","Yan-Choy-Bat Food House - Pinagbakahan","Filipino",4.9,81,"malolos bulacan"
"eij2","Pizzulu - San Juan","Pizza",5.0,353,"san juan"
"eim4","Balai Pandesal - Aberdeens Place","Sandwiches",0.0,0,"cebu city"
"einm","Johnn Lemon - Unimart Capitol Commons","Beverages",5.0,128,"pasig city"
"eiq0","Hatid Pinoy - Malamig","Filipino",5.0,1183,"mandaluyong city"
"eisi","Bulgogi Brothers - MOA","Korean",0.0,0,"pasay city"
"eit1","Italyumm - One Bonifacio High Street","Pasta",4.4,13,"taguig city"
"eiyn","Paik's Coffee - Century City Mall","Beverages",0.0,0,"makati city"
"ej05","CoffeeVin - Mojon","Beverages",4.9,176,"malolos bulacan"
"ej07","Crumble Pastries - Ayala Malls Central Bloc","Cakes",0.0,0,"cebu city"
